,PIN,FOLIO,DOR_CODE,NBHC,S_DATE,VI,QU,REA_CD,S_AMT,SUB,STR,S_TYPE,ORIG_SALES_DATE,PIN_p,DOR_C,SUB_p,SITE_ADDR,SITE_CITY,SITE_ZIP,tBEDS,tBATHS,tSTORIES,tUNITS,tBLDGS,TAXDIST,JUST,LAND,BLDG,EXF,ACT,EFF,HEAT_AR,ASD_VAL,TAX_VAL,MUNI,SD1,SD2,TIF,BASE,VI_p,ACREAGE,NBHC_p,OWNER_OCCUPIED,_merge
29661,U-36-27-17-C6S-000000-00057.0,0029140682,0000,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29662,U-36-27-17-C6S-000000-00058.0,0029140684,0000,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29663,U-36-27-17-C6S-000000-00059.0,0029140686,0000,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29664,U-36-27-17-C6S-000000-00060.0,0029140688,0000,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29665,U-36-27-17-C6S-000000-00061.0,0029140690,0000,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29666,U-36-27-17-C6S-000000-00062.0,0029140692,0000,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29667,U-36-27-17-C6S-000000-00063.0,0029140694,0000,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29668,U-36-27-17-C6S-000000-0001A.0,0029140696,0100,211002.0,2012-11-14,I,U,11,100.0,C6S,362717,TR,1976-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29669,U-36-27-17-C6S-000000-0001A.0,0029140696,0100,211002.0,2004-04-26,I,U,11,100.0,C6S,362717,WD,1976-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29670,U-36-27-17-C6S-000000-0001A.0,0029140696,0100,211002.0,2001-06-29,I,Q,01,164900.0,C6S,362717,WD,1976-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29671,U-36-27-17-C6S-000000-0001A.0,0029140696,0100,211002.0,1998-02-01,I,U,05,100.0,C6S,362717,FD,1976-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29672,U-36-27-17-C6S-000000-A0000.0,0029140698,0901,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
29673,U-36-27-17-C6S-000000-PS000.0,0029140700,8600,211002.0,2020-11-23,I,U,3C,4700000.0,C6S,362717,WD,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
34997,U-36-27-17-60L-000000-I0000.0,0029558396,9400,411001.0,2002-10-08,V,U,11,100.0,60L,362717,QC,2002-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
34998,U-36-27-17-60L-000000-I0000.0,0029558396,9400,411001.0,2002-01-31,V,U,05,115000.0,60L,362717,WD,2002-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42490,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,2017-12-02,V,U,11,100.0,03V,022817,WD,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42491,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,2017-09-21,V,U,11,100.0,03V,022817,WD,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42492,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,2017-09-21,V,U,11,100.0,03V,022817,WD,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42493,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,2017-09-21,V,U,11,100.0,03V,022817,WD,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42494,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,2017-09-21,V,U,11,100.0,03V,022817,WD,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42495,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,2017-09-21,V,U,3C,120000.0,03V,022817,WD,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42496,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,1989-01-01,V,U,05,100.0,03V,022817,TR,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42497,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,1985-11-01,V,U,05,100.0,03V,022817,AD,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42498,U-02-28-17-03V-000021-00011.0,0032530100,0000,210009.0,1985-07-01,V,U,05,100.0,03V,022817,QC,1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42767,U-02-28-17-03V-000030-00002.0,0032810002,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42768,U-02-28-17-03V-000030-00002.0,0032810002,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42769,U-02-28-17-03V-000030-00002.0,0032810002,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42770,U-02-28-17-03V-000030-00003.0,0032810003,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42771,U-02-28-17-03V-000030-00003.0,0032810003,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42772,U-02-28-17-03V-000030-00003.0,0032810003,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42773,U-02-28-17-03V-000030-00004.0,0032810004,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42774,U-02-28-17-03V-000030-00004.0,0032810004,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42775,U-02-28-17-03V-000030-00004.0,0032810004,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42776,U-02-28-17-03V-000030-00005.0,0032810005,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42777,U-02-28-17-03V-000030-00005.0,0032810005,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42778,U-02-28-17-03V-000030-00005.0,0032810005,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42779,U-02-28-17-03V-000030-00007.0,0032810007,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42780,U-02-28-17-03V-000030-00007.0,0032810007,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42781,U-02-28-17-03V-000030-00007.0,0032810007,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42782,U-02-28-17-03V-000030-00008.0,0032810008,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42783,U-02-28-17-03V-000030-00008.0,0032810008,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42784,U-02-28-17-03V-000030-00008.0,0032810008,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42785,U-02-28-17-03V-000030-00009.0,0032810009,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42786,U-02-28-17-03V-000030-00009.0,0032810009,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42787,U-02-28-17-03V-000030-00009.0,0032810009,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42788,U-02-28-17-03V-000030-00010.0,0032810010,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42789,U-02-28-17-03V-000030-00010.0,0032810010,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42790,U-02-28-17-03V-000030-00010.0,0032810010,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42791,U-02-28-17-03V-000030-00011.0,0032810011,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42792,U-02-28-17-03V-000030-00011.0,0032810011,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42793,U-02-28-17-03V-000030-00011.0,0032810011,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42794,U-02-28-17-03V-000030-00012.0,0032810012,0000,210009.0,2021-10-26,V,U,3C,220000.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42795,U-02-28-17-03V-000030-00012.0,0032810012,0000,210009.0,1997-04-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42796,U-02-28-17-03V-000030-00012.0,0032810012,0000,210009.0,1983-08-01,V,U,05,100.0,03V,022817,WD,1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
105175,U-19-28-17-06J-000000-01700.9,0041080068,1050,209016.0,2021-12-14,V,Q,01,205000.0,06J,192817,WD,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
105176,U-19-28-17-06J-000000-01700.9,0041080068,1050,209016.0,2012-12-12,V,U,11,100.0,06J,192817,WD,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
105177,U-19-28-17-06J-000000-01700.9,0041080068,1050,209016.0,2005-03-15,V,U,3C,1270000.0,06J,192817,WD,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
105178,U-19-28-17-06J-000000-01700.9,0041080068,1050,209016.0,2005-03-15,V,U,11,100.0,06J,192817,WD,1970-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134224,U-25-28-17-ZZZ-000000-37460.0,0045650200,0100,208007.0,2009-03-26,I,Q,02,140000.0,ZZZ,252817,WD,1978-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134225,U-25-28-17-ZZZ-000000-37460.0,0045650200,0100,208007.0,2007-02-28,I,U,38,229900.0,ZZZ,252817,WD,1978-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134226,U-25-28-17-ZZZ-000000-37460.0,0045650200,0100,208007.0,2004-08-10,I,U,11,100.0,ZZZ,252817,QC,1978-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134227,U-25-28-17-ZZZ-000000-37460.0,0045650200,0100,208007.0,1998-04-01,I,Q,01,81000.0,ZZZ,252817,WD,1978-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134228,U-25-28-17-ZZZ-000000-37460.0,0045650200,0100,208007.0,1993-05-01,I,U,38,24000.0,ZZZ,252817,QC,1978-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134229,U-25-28-17-ZZZ-000000-37470.0,0045650300,0100,208007.0,2020-02-18,I,U,11,84600.0,ZZZ,252817,QC,1992-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134230,U-25-28-17-ZZZ-000000-37470.0,0045650300,0100,208007.0,2019-10-17,I,U,11,100.0,ZZZ,252817,DD,1992-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134231,U-25-28-17-ZZZ-000000-37470.0,0045650300,0100,208007.0,1993-12-01,I,Q,01,65000.0,ZZZ,252817,WD,1992-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134232,U-25-28-17-ZZZ-000000-37470.0,0045650300,0100,208007.0,1993-12-01,I,U,38,100.0,ZZZ,252817,QC,1992-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134233,U-25-28-17-ZZZ-000000-37470.0,0045650300,0100,208007.0,1992-04-01,I,U,38,100.0,ZZZ,252817,CT,1992-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134234,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2018-09-19,I,Q,01,190000.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134235,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2017-12-29,I,Q,01,184000.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134236,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2015-01-15,I,Q,01,140000.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134237,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2011-06-17,I,Q,02,108000.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134238,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2011-03-04,I,U,37,62500.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134239,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2011-03-02,I,U,12,51700.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134240,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2010-11-09,I,U,12,100.0,ZZZ,252817,CT,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134241,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2004-04-07,I,U,11,100.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134242,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,2004-04-07,I,Q,01,108000.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134243,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,1984-03-01,I,Q,01,66000.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
134244,U-25-28-17-ZZZ-000000-37490.0,0045650500,0100,208007.0,1981-09-01,I,Q,01,60000.0,ZZZ,252817,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
140125,U-25-28-17-09I-000001-00006.0,0045807012,0100,208007.0,2017-02-22,I,Q,02,195000.0,09I,252817,WD,1977-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
140126,U-25-28-17-09I-000001-00006.0,0045807012,0100,208007.0,2008-11-26,I,Q,02,130000.0,09I,252817,WD,1977-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
140127,U-25-28-17-09I-000001-00006.0,0045807012,0100,208007.0,1991-12-01,I,Q,01,74000.0,09I,252817,WD,1977-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
176720,U-35-28-17-ZZZ-000000-42570.0,0067460200,2720,708001.0,1998-07-01,I,Q,01,116000.0,ZZZ,352817,WD,1998-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177207,U-35-28-17-0CE-000000-00039.0,0068760005,0000,208002.0,2021-09-13,I,U,3C,170000.0,0CE,352817,WD,1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177208,U-35-28-17-0CE-000000-00039.0,0068760005,0000,208002.0,2005-07-11,I,Q,01,127000.0,0CE,352817,WD,1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177209,U-35-28-17-0CE-000000-00039.0,0068760005,0000,208002.0,2002-08-30,I,Q,01,72000.0,0CE,352817,WD,1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177210,U-35-28-17-0CE-000000-00039.0,0068760005,0000,208002.0,1997-08-01,I,Q,01,58100.0,0CE,352817,WD,1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177211,U-35-28-17-0CE-000000-00039.0,0068760005,0000,208002.0,1997-04-01,I,Q,01,50000.0,0CE,352817,WD,1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177212,U-35-28-17-0CE-000000-00039.0,0068760005,0000,208002.0,1991-04-01,I,U,38,20000.0,0CE,352817,WD,1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177872,U-35-28-17-0CI-000000-00007.3,0069940005,1000,208002.0,2021-11-18,V,U,30,1692400.0,0CI,352817,WD,1979-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177873,U-35-28-17-0CI-000000-00007.3,0069940005,1000,208002.0,2019-01-14,I,U,3C,7200000.0,0CI,352817,WD,1979-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
177874,U-35-28-17-0CI-000000-00007.3,0069940005,1000,208002.0,1985-10-01,I,Q,01,3441900.0,0CI,352817,WD,1979-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
194476,U-02-29-17-0EZ-000013-00015.0,0107820000,0100,209004.0,2012-09-14,I,U,17,119900.0,0EZ,022917,WD,2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
196306,U-02-29-17-0FA-000001-00128.0,0112850053,0100,209004.0,2016-10-12,I,U,11,100.0,0FA,022917,QC,1972-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
196307,U-02-29-17-0FA-000001-00128.0,0112850053,0100,209004.0,2013-12-04,I,Q,02,299000.0,0FA,022917,WD,1972-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
196308,U-02-29-17-0FA-000001-00128.0,0112850053,0100,209004.0,2005-02-11,I,Q,02,399900.0,0FA,022917,WD,1972-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
196309,U-02-29-17-0FA-000001-00128.0,0112850053,0100,209004.0,2004-10-06,I,U,37,317000.0,0FA,022917,WD,1972-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
196310,U-02-29-17-0FA-000001-00128.0,0112850053,0100,209004.0,1995-05-01,I,Q,01,137500.0,0FA,022917,WD,1972-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
196311,U-02-29-17-0FA-000001-00128.0,0112850053,0100,209004.0,1980-06-01,I,Q,01,89500.0,0FA,022917,WD,1972-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197428,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2019-11-20,I,U,11,100.0,0FI,022917,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197429,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2010-10-12,I,U,37,59000.0,0FI,022917,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197430,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2010-10-06,I,U,11,100.0,0FI,022917,QC,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197431,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2010-02-22,I,U,11,1000.0,0FI,022917,CT,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197432,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2005-08-25,I,Q,01,170000.0,0FI,022917,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197433,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2003-09-26,I,U,18,87600.0,0FI,022917,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197434,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2001-09-13,I,U,11,100.0,0FI,022917,CT,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197435,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,2001-09-13,I,U,11,100.0,0FI,022917,CT,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
197436,U-02-29-17-0FI-000005-00011.0,0114830000,0100,208001.0,1995-11-01,I,Q,01,62000.0,0FI,022917,WD,1974-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
203913,U-12-29-17-0G5-000004-00011.0,0120470100,0100,209001.0,2017-02-17,I,Q,01,337500.0,0G5,122917,WD,1985-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
203914,U-12-29-17-0G5-000004-00011.0,0120470100,0100,209001.0,1991-05-01,V,Q,01,29000.0,0G5,122917,WD,1985-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
203915,U-12-29-17-0G5-000004-00011.0,0120470100,0100,209001.0,1986-04-01,V,U,38,100.0,0G5,122917,WD,1985-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
203916,U-12-29-17-0G5-000004-00011.0,0120470100,0100,209001.0,1985-09-01,I,U,38,35000.0,0G5,122917,WD,1985-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
205369,U-12-29-17-0GI-000000-000RD.0,0121930762,0910,209002.0,2004-09-10,V,U,11,100.0,0GI,122917,QC,2004-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
234056,U-15-27-18-A4E-000000-B0000.5,0145210587,5100,215012.0,2013-11-08,V,U,3C,8500000.0,A4E,152718,WD,2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
242036,U-22-27-18-0KG-000000-00035.5,0149320050,0000,215008.0,2021-12-17,V,U,11,100.0,0KG,222718,QC,2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
242037,U-22-27-18-0KG-000000-00035.5,0149320050,0000,215008.0,2016-03-07,V,U,3C,500000.0,0KG,222718,WD,2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
294004,U-35-27-18-0RO-000000-00008.1,0166320100,NN,0.0,2000-06-26,V,Q,01,1350000.0,0RO,352718,WD,2000-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322061,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,2021-11-12,V,Q,01,250000.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322062,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,2021-06-15,I,U,11,100.0,ZZZ,062818,QC,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322063,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,2019-01-31,I,U,3C,11500000.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322064,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,2017-04-19,I,U,3C,8700000.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322065,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,2016-04-13,V,U,11,100.0,ZZZ,062818,CT,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322066,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,2004-07-15,I,U,30,9300000.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322067,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,2003-01-28,I,U,05,100.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322068,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,1995-07-01,I,U,3D,6600000.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322069,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,1987-05-01,I,U,3D,8050000.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322070,U-06-28-18-ZZZ-000000-80700.1,0189600385,1000,212004.0,1984-03-01,V,U,3D,100.0,ZZZ,062818,WD,1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322138,U-07-28-18-ZZZ-000000-80990.1,0189960100,9400,412001.0,2000-08-16,V,U,32,6000.0,ZZZ,072818,WD,2000-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
395778,U-21-28-18-C6P-000000-00001.0,0241733252,0006,207006.0,2021-09-21,I,U,3C,2100000.0,C6P,212818,WD,2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
395779,U-21-28-18-C6P-000000-00002.0,0241733254,0006,207006.0,2021-09-21,I,U,3C,2100000.0,C6P,212818,WD,2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
