S_AMT,0
1.0,1
3.0,2
10.0,19
29.0,1
30.0,3
47.0,1
50.0,4
57.0,2
70.0,23
75.0,3
79.0,1
86.0,2
90.0,1
93.0,1
100.0,477755
101.0,2
103.0,1
107.0,1
109.0,3
110.0,7
114.0,1
115.0,1
120.0,1
130.0,3
143.0,2
150.0,8
160.0,3
164.0,1
171.0,1
190.0,1
196.0,2
197.0,3
199.0,3
200.0,346
225.0,2
233.0,1
250.0,4
252.0,1
260.0,3
270.0,1
275.0,1
280.0,1
285.0,1
300.0,443
320.0,1
347.0,2
350.0,5
400.0,143
408.0,1
412.0,1
425.0,1
429.0,1
433.0,2
445.0,1
450.0,1
455.0,2
463.0,1
466.0,1
480.0,1
490.0,1
493.0,1
494.0,1
500.0,612
507.0,1
525.0,1
550.0,6
584.0,1
600.0,298
610.0,1
626.0,1
640.0,1
643.0,1
650.0,4
677.0,1
680.0,1
700.0,168
710.0,1
715.0,1
740.0,1
750.0,10
771.0,1
800.0,240
805.0,1
816.0,1
820.0,1
850.0,3
857.0,1
870.0,1
890.0,3
895.0,1
900.0,155
909.0,1
917.0,1
922.0,1
943.0,1
950.0,2
954.0,1
970.0,1
973.0,1
977.0,1
995.0,3
1000.0,3707
1003.0,1
1006.0,1
1009.0,1
1020.0,1
1029.0,1
1030.0,1
1035.0,1
1040.0,1
1043.0,1
1050.0,4
1070.0,1
1080.0,1
1083.0,1
1093.0,1
1094.0,1
1100.0,342
1111.0,2
1113.0,1
1114.0,1
1120.0,1
1125.0,2
1133.0,1
1140.0,2
1141.0,1
1150.0,2
1154.0,1
1165.0,1
1166.0,1
1170.0,1
1173.0,1
1188.0,1
1189.0,1
1190.0,1
1195.0,1
1200.0,301
1217.0,1
1220.0,1
1233.0,1
1235.0,1
1240.0,2
1241.0,1
1250.0,4
1263.0,1
1266.0,1
1280.0,2
1286.0,1
1293.0,1
1295.0,2
1300.0,225
1307.0,1
1330.0,2
1333.0,1
1334.0,1
1335.0,1
1337.0,1
1340.0,1
1350.0,18
1360.0,1
1361.0,1
1375.0,2
1377.0,1
1387.0,1
1400.0,148
1404.0,1
1423.0,1
1450.0,4
1460.0,3
1465.0,1
1485.0,1
1489.0,2
1500.0,650
1501.0,1
1510.0,1
1524.0,1
1526.0,1
1528.0,1
1529.0,1
1530.0,1
1531.0,1
1535.0,1
1550.0,6
1556.0,1
1566.0,1
1580.0,1
1581.0,1
1589.0,1
1600.0,182
1601.0,1
1614.0,1
1620.0,1
1635.0,1
1643.0,1
1650.0,8
1654.0,1
1655.0,1
1668.0,1
1677.0,1
1694.0,3
1700.0,139
1705.0,1
1719.0,2
1738.0,1
1744.0,2
1750.0,15
1760.0,1
1763.0,1
1773.0,1
1780.0,1
1782.0,2
1789.0,1
1790.0,1
1800.0,257
1818.0,1
1825.0,1
1830.0,2
1835.0,1
1850.0,8
1857.0,1
1875.0,1
1887.0,1
1890.0,1
1891.0,1
1900.0,133
1901.0,1
1908.0,1
1910.0,2
1928.0,1
1929.0,1
1950.0,3
1959.0,1
1963.0,1
1964.0,1
1977.0,1
1994.0,1
1995.0,2
2000.0,1234
2010.0,2
2011.0,1
2015.0,1
2016.0,1
2020.0,1
2049.0,2
2050.0,1
2059.0,1
2064.0,1
2068.0,1
2070.0,1
2079.0,1
2092.0,1
2100.0,211
2108.0,1
2110.0,1
2150.0,10
2155.0,2
2156.0,1
2160.0,1
2166.0,2
2173.0,1
2174.0,1
2178.0,1
2190.0,1
2195.0,1
2197.0,2
2200.0,175
2216.0,1
2222.0,16
2225.0,1
2233.0,1
2240.0,2
2250.0,18
2260.0,2
2273.0,2
2277.0,1
2279.0,1
2286.0,1
2287.0,1
2290.0,1
2295.0,4
2300.0,239
2316.0,1
2330.0,1
2333.0,1
2335.0,2
2350.0,6
2356.0,1
2368.0,1
2370.0,2
2375.0,1
2378.0,1
2400.0,170
2404.0,1
2411.0,1
2416.0,1
2420.0,1
2440.0,1
2450.0,3
2480.0,2
2492.0,1
2500.0,994
2503.0,1
2530.0,1
2532.0,1
2540.0,1
2550.0,1
2560.0,2
2562.0,1
2571.0,1
2597.0,1
2600.0,157
2603.0,1
2607.0,1
2609.0,1
2650.0,9
2658.0,1
2660.0,2
2665.0,1
2675.0,1
2680.0,1
2684.0,1
2690.0,1
2695.0,1
2700.0,174
2710.0,1
2718.0,1
2730.0,1
2746.0,1
2750.0,9
2751.0,1
2754.0,1
2760.0,1
2766.0,1
2767.0,1
2775.0,1
2778.0,1
2790.0,1
2795.0,2
2800.0,250
2810.0,3
2830.0,1
2840.0,1
2850.0,5
2863.0,1
2880.0,1
2890.0,1
2896.0,1
2900.0,145
2916.0,1
2944.0,1
2950.0,2
2956.0,1
2966.0,1
2975.0,1
2980.0,1
2990.0,1
2995.0,2
3000.0,1404
3017.0,1
3018.0,1
3030.0,1
3042.0,1
3059.0,1
3060.0,1
3075.0,2
3094.0,1
3100.0,165
3110.0,1
3116.0,1
3134.0,1
3147.0,1
3150.0,7
3175.0,1
3180.0,1
3189.0,1
3200.0,208
3210.0,1
3214.0,1
3215.0,1
3225.0,1
3227.0,1
3239.0,1
3250.0,13
3260.0,2
3263.0,1
3266.0,1
3289.0,1
3291.0,1
3293.0,1
3300.0,224
3310.0,1
3315.0,1
3330.0,3
3335.0,1
3350.0,6
3355.0,1
3364.0,1
3371.0,1
3375.0,5
3376.0,1
3380.0,1
3393.0,1
3400.0,172
3408.0,1
3420.0,2
3428.0,1
3439.0,1
3444.0,1
3450.0,2
3453.0,1
3464.0,1
3465.0,1
3466.0,1
3483.0,1
3494.0,1
3495.0,1
3500.0,931
3510.0,3
3514.0,1
3516.0,1
3532.0,1
3533.0,1
3546.0,1
3550.0,9
3555.0,1
3556.0,2
3560.0,1
3580.0,1
3587.0,1
3588.0,1
3600.0,185
3611.0,1
3612.0,1
3615.0,1
3625.0,1
3640.0,2
3650.0,5
3652.0,1
3660.0,2
3670.0,1
3678.0,1
3690.0,2
3694.0,2
3700.0,172
3710.0,1
3728.0,1
3750.0,21
3752.0,1
3753.0,1
3760.0,1
3767.0,1
3769.0,1
3778.0,1
3788.0,1
3799.0,1
3800.0,247
3821.0,1
3832.0,1
3834.0,1
3835.0,1
3849.0,1
3850.0,15
3855.0,1
3859.0,1
3870.0,1
3880.0,2
3895.0,3
3900.0,153
3909.0,1
3915.0,1
3927.0,1
3939.0,1
3950.0,15
3971.0,1
3985.0,1
3989.0,1
3995.0,7
4000.0,1415
4006.0,1
4008.0,1
4043.0,1
4050.0,3
4055.0,1
4057.0,1
4079.0,1
4091.0,1
4100.0,162
4105.0,2
4107.0,1
4110.0,1
4125.0,1
4130.0,1
4136.0,1
4137.0,1
4143.0,1
4150.0,6
4160.0,1
4170.0,2
4172.0,1
4175.0,1
4178.0,1
4181.0,1
4183.0,3
4200.0,223
4210.0,1
4214.0,1
4217.0,1
4225.0,2
4226.0,1
4230.0,1
4233.0,1
4250.0,10
4257.0,1
4260.0,1
4270.0,2
4274.0,1
4275.0,1
4277.0,1
4290.0,1
4295.0,3
4299.0,1
4300.0,240
4301.0,1
4302.0,1
4310.0,1
4311.0,3
4313.0,1
4320.0,1
4333.0,1
4350.0,3
4360.0,2
4364.0,1
4372.0,1
4373.0,1
4379.0,2
4392.0,1
4395.0,1
4397.0,1
4400.0,146
4405.0,1
4410.0,1
4416.0,1
4436.0,1
4444.0,1
4450.0,5
4455.0,1
4479.0,1
4500.0,895
4504.0,1
4521.0,1
4523.0,1
4524.0,1
4530.0,1
4538.0,1
4543.0,1
4544.0,1
4550.0,1
4560.0,1
4566.0,1
4570.0,1
4580.0,1
4582.0,1
4586.0,1
4592.0,1
4600.0,116
4602.0,1
4610.0,2
4629.0,3
4633.0,1
4650.0,5
4660.0,2
4665.0,1
4671.0,1
4680.0,1
4686.0,1
4691.0,1
4700.0,134
4710.0,1
4713.0,2
4722.0,1
4725.0,2
4741.0,1
4745.0,1
4750.0,17
4756.0,1
4784.0,3
4786.0,1
4793.0,1
4800.0,239
4820.0,1
4834.0,1
4850.0,8
4867.0,1
4870.0,1
4875.0,1
4885.0,1
4888.0,1
4896.0,1
4900.0,283
4905.0,1
4937.0,1
4940.0,1
4943.0,1
4947.0,1
4950.0,19
4952.0,1
4975.0,2
4980.0,1
4990.0,1
4995.0,7
5000.0,2834
5012.0,1
5032.0,1
5050.0,4
5060.0,1
5066.0,1
5076.0,1
5077.0,2
5085.0,1
5089.0,1
5099.0,2
5100.0,290
5124.0,1
5133.0,1
5150.0,1
5160.0,2
5166.0,1
5168.0,1
5170.0,1
5172.0,1
5179.0,5
5182.0,1
5185.0,1
5200.0,213
5203.0,1
5211.0,1
5222.0,1
5250.0,4
5260.0,4
5265.0,1
5284.0,1
5286.0,1
5296.0,1
5300.0,215
5333.0,1
5350.0,3
5351.0,1
5353.0,1
5367.0,1
5378.0,2
5384.0,1
5400.0,142
5405.0,1
5415.0,1
5432.0,1
5450.0,1
5455.0,1
5466.0,1
5475.0,2
5490.0,1
5500.0,864
5504.0,1
5510.0,1
5518.0,1
5521.0,2
5525.0,1
5530.0,1
5533.0,1
5540.0,1
5543.0,1
5550.0,2
5560.0,1
5565.0,1
5566.0,2
5574.0,1
5585.0,1
5598.0,1
5600.0,166
5602.0,1
5621.0,1
5625.0,2
5629.0,1
5638.0,1
5640.0,1
5642.0,1
5644.0,1
5646.0,1
5650.0,1
5653.0,1
5665.0,1
5667.0,1
5697.0,1
5700.0,220
5717.0,1
5730.0,2
5744.0,1
5750.0,4
5752.0,1
5769.0,1
5771.0,1
5780.0,2
5787.0,1
5799.0,1
5800.0,272
5807.0,1
5819.0,1
5830.0,1
5850.0,4
5867.0,1
5873.0,1
5900.0,143
5901.0,1
5914.0,1
5933.0,1
5945.0,1
5950.0,8
5975.0,2
5976.0,2
5985.0,3
5989.0,1
5990.0,1
5995.0,2
5999.0,2
6000.0,1883
6010.0,1
6044.0,1
6050.0,2
6054.0,2
6066.0,1
6080.0,1
6086.0,1
6100.0,155
6108.0,1
6112.0,1
6117.0,1
6118.0,1
6130.0,1
6134.0,1
6140.0,1
6141.0,1
6150.0,3
6160.0,1
6167.0,1
6191.0,1
6199.0,1
6200.0,174
6220.0,2
6222.0,1
6232.0,1
6233.0,1
6240.0,2
6250.0,6
6252.0,1
6255.0,1
6265.0,1
6272.0,1
6275.0,1
6277.0,1
6286.0,1
6290.0,1
6300.0,222
6308.0,1
6310.0,2
6326.0,1
6333.0,2
6343.0,1
6350.0,2
6356.0,1
6367.0,1
6380.0,1
6386.0,1
6390.0,1
6395.0,1
6400.0,113
6405.0,1
6429.0,2
6443.0,1
6450.0,1
6452.0,1
6453.0,1
6456.0,1
6460.0,1
6470.0,1
6474.0,1
6498.0,1
6500.0,1092
6510.0,1
6545.0,1
6550.0,3
6560.0,2
6571.0,1
6583.0,1
6591.0,1
6600.0,153
6610.0,1
6623.0,1
6625.0,1
6661.0,1
6670.0,2
6680.0,1
6682.0,2
6683.0,1
6685.0,2
6695.0,1
6700.0,179
6706.0,1
6710.0,1
6711.0,1
6720.0,1
6740.0,1
6750.0,16
6760.0,1
6769.0,1
6773.0,1
